"subj","pred","obj"
"http://healtheqkg.example.org/ontology#A0G3_J004","http://healtheqkg.example.org/ontology#hasParticipant","http://healtheqkg.example.org/ontology#A0G3_P004"
"http://healtheqkg.example.org/ontology#A0G3_J004","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://healtheqkg.example.org/ontology#JobPlacement"
"http://healtheqkg.example.org/ontology#A0G3_J004","http://healtheqkg.example.org/ontology#worksAt","http://healtheqkg.example.org/ontology#A0G3_F004"
"http://healtheqkg.example.org/ontology#A0G3_J004","http://healtheqkg.example.org/ontology#hasTimeReference","2023"
"http://healtheqkg.example.org/ontology#A2G11_A003","http://healtheqkg.example.org/ontology#scoredIn","2022"
"http://healtheqkg.example.org/ontology#A2G11_A003","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://healtheqkg.example.org/ontology#ADIScore"
"http://healtheqkg.example.org/ontology#A2G11_J012","http://healtheqkg.example.org/ontology#hasParticipant","http://healtheqkg.example.org/ontology#A2G11_P012"
"http://healtheqkg.example.org/ontology#A2G11_J012","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://healtheqkg.example.org/ontology#JobPlacement"
"http://healtheqkg.example.org/ontology#A2G11_J012","http://healtheqkg.example.org/ontology#worksAt","http://healtheqkg.example.org/ontology#A2G11_F012"
"http://healtheqkg.example.org/ontology#A2G11_J012","http://healtheqkg.example.org/ontology#hasTimeReference","2023"
"http://healtheqkg.example.org/ontology#A2G7_Z003","http://healtheqkg.example.org/ontology#hasADI","http://healtheqkg.example.org/ontology#A2G7_A003"
"http://healtheqkg.example.org/ontology#A2G7_Z003","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://healtheqkg.example.org/ontology#ZipCodeArea"
"http://healtheqkg.example.org/ontology#A0G4_J001","http://healtheqkg.example.org/ontology#hasParticipant","http://healtheqkg.example.org/ontology#A0G4_P001"
"http://healtheqkg.example.org/ontology#A0G4_J001","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://healtheqkg.example.org/ontology#JobPlacement"
"http://healtheqkg.example.org/ontology#A0G4_J001","http://healtheqkg.example.org/ontology#worksAt","http://healtheqkg.example.org/ontology#A0G4_F001"
"http://healtheqkg.example.org/ontology#A0G4_J001","http://healtheqkg.example.org/ontology#hasTimeReference","2023"
"http://healtheqkg.example.org/ontology#A0G12_P013","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://healtheqkg.example.org/ontology#Physician"
"http://healtheqkg.example.org/ontology#A0G12_P013","http://healtheqkg.example.org/ontology#medicalSpecialty","Pulmonology"
"http://healtheqkg.example.org/ontology#A0G12_P013","http://healtheqkg.example.org/ontology#givenName","Daniel"
"http://healtheqkg.example.org/ontology#A0G12_P013","http://healtheqkg.example.org/ontology#usNPI","3456789012"
"http://healtheqkg.example.org/ontology#A0G12_P013","http://healtheqkg.example.org/ontology#familyName","Clark"
"http://healtheqkg.example.org/ontology#A0G12_P013","http://healtheqkg.example.org/ontology#gender","male"
