"subj","pred","obj"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G11_TA007","http://swat.cse.lehigh.edu/onto/univ-bench.owl#email","lisa.miller@oxford.edu"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G11_TA007","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#TeachingAssistant"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G11_TA007","http://swat.cse.lehigh.edu/onto/univ-bench.owl#teachingAssistantOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G11_C007"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G11_TA007","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Lisa Miller"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G9_TA001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#email","liam.taylor@oxford.edu"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G9_TA001","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#TeachingAssistant"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G9_TA001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#teachingAssistantOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G9_C001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G9_TA001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Liam Taylor"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A1G7_A005","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Article"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A1G7_A005","http://swat.cse.lehigh.edu/onto/univ-bench.owl#publicationDate","2023-09-15"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A1G7_A005","http://swat.cse.lehigh.edu/onto/univ-bench.owl#title","Metabolic Pathways in Disease"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A1G16_S005","http://swat.cse.lehigh.edu/onto/univ-bench.owl#degreeFrom","http://swat.cse.lehigh.edu/onto/univ-bench.owl#A1G16_U002"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A1G16_S005","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Student"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A1G16_S005","http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#A1G16_U002"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A1G16_S005","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Ava Thomas"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A1G16_S005","http://swat.cse.lehigh.edu/onto/univ-bench.owl#takesCourse","http://swat.cse.lehigh.edu/onto/univ-bench.owl#A1G16_C005"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G8_TA004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#email","michael.brown@oxford.edu"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G8_TA004","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#TeachingAssistant"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G8_TA004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#teachingAssistantOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G8_C004"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G8_TA004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Michael Brown"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G5_A001","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Article"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G5_A001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#publicationDate","2023-01-15"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G5_A001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#title","Advances in Machine Learning"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G17_P004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor","http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G17_D001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G17_P004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#email","david.wilson@oxford.edu"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G17_P004","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Professor"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G17_P004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#officeNumber","CS101"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G17_P004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#publicationAuthor","http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G17_A001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G17_P004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#teacherOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G17_C001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G17_P004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#advisor","http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G17_S001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G17_P004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#advisor","http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G17_TA001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G17_P004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","David Wilson"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A1G8_D005","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A1G8_D005","http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#A1G8_U002"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A1G8_D005","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Biology"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A1G12_TA002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#email","david.wilson@global.edu"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A1G12_TA002","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#TeachingAssistant"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A1G12_TA002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#teachingAssistantOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#A1G12_C002"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A1G12_TA002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","David Wilson"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G8_S007","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Student"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G8_S007","http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G8_U001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G8_S007","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Emily Miller"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G14_TA001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#email","emma.clark@technova.edu"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G14_TA001","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#TeachingAssistant"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G14_TA001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#teachingAssistantOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G14_C001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G14_TA001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Emma Clark"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A1G7_RG005","http://swat.cse.lehigh.edu/onto/univ-bench.owl#researchProject","http://swat.cse.lehigh.edu/onto/univ-bench.owl#A1G7_R005"
