"subj","pred","obj"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A2G2_B001","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Book"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A2G2_B001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#publicationDate","2023-10-01"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A2G2_B001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#title","Organic Chemistry Fundamentals"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A2G2_RG003","http://swat.cse.lehigh.edu/onto/univ-bench.owl#researchProject","http://swat.cse.lehigh.edu/onto/univ-bench.owl#A2G2_R003"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A2G2_RG003","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#ResearchGroup"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G2_U004","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#University"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G2_U004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Tech Institute of Innovation"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G1_U001","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#University"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G1_U001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Oxford University"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G2_RA001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor","http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G2_RG001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G2_RA001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#email","mark.johnson@university.edu"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G2_RA001","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#ResearchAssistant"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G2_RA001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#advisor","http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G2_P001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A0G2_RA001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Mark Johnson"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A2G2_RA001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor","http://swat.cse.lehigh.edu/onto/univ-bench.owl#A2G2_RG001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A2G2_RA001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#email","david.lee@university.edu"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A2G2_RA001","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#ResearchAssistant"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A2G2_RA001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#advisor","http://swat.cse.lehigh.edu/onto/univ-bench.owl#A2G2_P001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#A2G2_RA001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","David Lee"
