"subj","pred","obj"
"http://healtheqkg.example.org/ontology#G17_FAC019","http://healtheqkg.example.org/ontology#address","1515 Cedar Dr"
"http://healtheqkg.example.org/ontology#G17_FAC019","http://healtheqkg.example.org/ontology#numberOfEmployees","150"
"http://healtheqkg.example.org/ontology#G17_FAC019","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://healtheqkg.example.org/ontology#Facility"
"http://healtheqkg.example.org/ontology#G17_FAC019","http://healtheqkg.example.org/ontology#name","Neurological Research Institute"
"http://healtheqkg.example.org/ontology#G17_FAC019","http://healtheqkg.example.org/ontology#locatedIn","http://healtheqkg.example.org/ontology#G17_Z009"
"http://healtheqkg.example.org/ontology#G17_FAC019","http://healtheqkg.example.org/ontology#numberOfBeds","50"
"http://healtheqkg.example.org/ontology#G17_FAC019","http://healtheqkg.example.org/ontology#abstract","An institute focused on neurological research and treatment"
"http://healtheqkg.example.org/ontology#G21_P001","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://healtheqkg.example.org/ontology#Physician"
"http://healtheqkg.example.org/ontology#G21_P001","http://healtheqkg.example.org/ontology#medicalSpecialty","Neurology"
"http://healtheqkg.example.org/ontology#G21_P001","http://healtheqkg.example.org/ontology#graduationYear","2010"
"http://healtheqkg.example.org/ontology#G21_P001","http://healtheqkg.example.org/ontology#givenName","John"
"http://healtheqkg.example.org/ontology#G21_P001","http://healtheqkg.example.org/ontology#usNPI","1234567890"
"http://healtheqkg.example.org/ontology#G21_P001","http://healtheqkg.example.org/ontology#familyName","Doe"
"http://healtheqkg.example.org/ontology#G21_P001","http://healtheqkg.example.org/ontology#gender","male"
"http://healtheqkg.example.org/ontology#G21_P001","http://healtheqkg.example.org/ontology#credential","MD"
"http://healtheqkg.example.org/ontology#G21_P001","http://healtheqkg.example.org/ontology#affiliatedHospital","http://healtheqkg.example.org/ontology#G21_FAC030"
"http://healtheqkg.example.org/ontology#G21_Z021","http://healtheqkg.example.org/ontology#hasADI","http://healtheqkg.example.org/ontology#G21_A002"
"http://healtheqkg.example.org/ontology#G21_Z021","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://healtheqkg.example.org/ontology#ZipCodeArea"
"http://healtheqkg.example.org/ontology#G21_Z021","http://healtheqkg.example.org/ontology#zipCodeValue","http://healtheqkg.example.org/ontology#z_zipCode"
"http://healtheqkg.example.org/ontology#G6_F028","http://healtheqkg.example.org/ontology#address","2323 Birch Rd"
"http://healtheqkg.example.org/ontology#G6_F028","http://healtheqkg.example.org/ontology#numberOfEmployees","40"
"http://healtheqkg.example.org/ontology#G6_F028","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://healtheqkg.example.org/ontology#Facility"
"http://healtheqkg.example.org/ontology#G6_F028","http://healtheqkg.example.org/ontology#name","Gastroenterology Center"
